Position,Track Name,Artist,Streams,date,region,spotify_id
188,Budapest,George Ezra,354381,2019-06-07--2019-06-14,gb,7GJClzimvMSghjcrKxuf1M
189,Best Life,Hardy Caprio,353950,2019-06-07--2019-06-14,gb,3wAyZwtyyLMsJNG7Mb17ky
190,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,353854,2019-06-07--2019-06-14,gb,2tUBqZG2AbRi7Q0BIrVrEj
191,Earth,Lil Dicky,350476,2019-06-07--2019-06-14,gb,2S1LebN6AXXQqJolBxlWgO
192,Another One Bites The Dust - Remastered 2011,Queen,350293,2019-06-07--2019-06-14,gb,5vdp5UmvTsnMEMESIF2Ym7
193,Back & Forth,MK,350180,2019-06-07--2019-06-14,gb,4M8x1TR36VMQMFMbGCdoyA
194,Wannabe,Spice Girls,349853,2019-06-07--2019-06-14,gb,1Je1IMUlBXcx1Fz0WE7oPT
195,Naive,The Kooks,349505,2019-06-07--2019-06-14,gb,7BHPGtpuuWWsvE7cCaMuEU
196,ZEZE (feat. Travis Scott & Offset),Kodak Black,348665,2019-06-07--2019-06-14,gb,0FZ4Dmg8jJJAPJnvBIzD9z
197,If You're Over Me,Years & Years,347475,2019-06-07--2019-06-14,gb,0p3rzYD9XEIyBBx1QTwg4z
198,Rewrite The Stars,Zac Efron,347153,2019-06-07--2019-06-14,gb,630sXRhIcfwr2e4RdNtjKN
199,I'm Still Standing,Elton John,346523,2019-06-07--2019-06-14,gb,1jDJFeK9x3OZboIAHsY9k2
200,I Fall Apart,Post Malone,345869,2019-06-07--2019-06-14,gb,75ZvA4QfFiZvzhj2xkaWAh
1,I Don't Care (with Justin Bieber),Ed Sheeran,38217534,2019-06-07--2019-06-14,global,3HVWdVOQ0ZA45FuZGSfvns
2,bad guy,Billie Eilish,37285019,2019-06-07--2019-06-14,global,2Fxmhks0bxGSBdJ92vM42m
3,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,33773298,2019-06-07--2019-06-14,global,6u7jPi22kF8CTQ3rb9DHE7
4,Otro Trago,Sech,25242039,2019-06-07--2019-06-14,global,1Ej96GIBCTvgH7tNX1r3qr
5,SOS (feat. Aloe Blacc),Avicii,21071480,2019-06-07--2019-06-14,global,2x0RZdkZcD8QRI53XT4GI5
6,If I Can't Have You,Shawn Mendes,20737271,2019-06-07--2019-06-14,global,6LsAAHotRLMOHfCsSfYCsz
7,Callaita,Bad Bunny,20408754,2019-06-07--2019-06-14,global,2TH65lNHgvLxCKXM3apjxI
8,Con Calma,Daddy Yankee,20170511,2019-06-07--2019-06-14,global,5w9c2J52mkdntKOmRLeM2m
9,Sucker,Jonas Brothers,19768765,2019-06-07--2019-06-14,global,22vgEDb5hykfaTwLuskFGD
10,Someone You Loved,Lewis Capaldi,19097720,2019-06-07--2019-06-14,global,7qEHsqek33rTcFNT9PFqLf
11,Soltera - Remix,Lunay,18982976,2019-06-07--2019-06-14,global,1c0hsvHLELX6y8qymnpLKL
12,Old Town Road,Lil Nas X,18962797,2019-06-07--2019-06-14,global,53CJANUxooaqGOtdsBTh7O
13,Heaven,Avicii,18246581,2019-06-07--2019-06-14,global,0vrmHPfoBadXVr2n0m1aqZ
14,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,17308618,2019-06-07--2019-06-14,global,3KkXRkHbMCARz0aVfEt68P
15,The London (feat. J. Cole & Travis Scott),Young Thug,16451022,2019-06-07--2019-06-14,global,7DcvwMAiqKJQD1rrdfxSDx
16,Never Really Over,Katy Perry,16252192,2019-06-07--2019-06-14,global,5PYQUBXc7NYeI1obMKSJK0
17,EARFQUAKE,"Tyler, The Creator",14692608,2019-06-07--2019-06-14,global,5hVghJ4KaYES3BFUATCYn0
18,7 rings,Ariana Grande,14605530,2019-06-07--2019-06-14,global,6ocbgoVGwYJhOv1GgI9NsF
19,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,14136075,2019-06-07--2019-06-14,global,7Feaw9WAEREY0DUOSXJLOM
20,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,13878142,2019-06-07--2019-06-14,global,543bCW2ruMPmxUBWirQ3MR
21,No Guidance (feat. Drake),Chris Brown,13675442,2019-06-07--2019-06-14,global,7FEwp8BavoEVE3AnxJDchc
22,Shallow,Lady Gaga,13448303,2019-06-07--2019-06-14,global,2VxeLyX666F8uXCJ0dZF8B
23,Talk (feat. Disclosure),Khalid,13443987,2019-06-07--2019-06-14,global,6TqXcAFInzjp0bODyvrWEq
24,Piece Of Your Heart,MEDUZA,13277732,2019-06-07--2019-06-14,global,1DFD5Fotzgn6yYXkYsKiGs
25,Truth Hurts,Lizzo,12835059,2019-06-07--2019-06-14,global,5qmq61DAAOUaW8AUo8xKhh
26,Call You Mine,The Chainsmokers,12525725,2019-06-07--2019-06-14,global,05CwHjIk71RXVU40boRMnR
27,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,12358728,2019-06-07--2019-06-14,global,4MsUsFfWseB9M2plGJyuIw
28,Te Robaré,Nicky Jam,12171705,2019-06-07--2019-06-14,global,6v0lAdFF4haL8xjBIUjtOw
29,Wow.,Post Malone,12111307,2019-06-07--2019-06-14,global,6MWtB6iiXyIwun0YzU6DFP
30,Suge,DaBaby,12059738,2019-06-07--2019-06-14,global,2gwkD6igEhQbDQegRCcdoB
31,Only Human,Jonas Brothers,12051256,2019-06-07--2019-06-14,global,0DiDStADDVh3SvAsoJAFMk
32,Tal Vez,Paulo Londra,11918795,2019-06-07--2019-06-14,global,5jW3rF4URMdK7tO2xjS5EI
33,Pa Mí - Remix,Dalex,11809431,2019-06-07--2019-06-14,global,7g8YaUQABMal0zWe7a2ijz
34,Calma - Remix,Pedro Capó,11586112,2019-06-07--2019-06-14,global,5iwz1NiezX7WWjnCgY5TH4
35,Don't Call Me Up,Mabel,11581652,2019-06-07--2019-06-14,global,5WHTFyqSii0lmT9R21abT8
36,Rescue Me,OneRepublic,11420849,2019-06-07--2019-06-14,global,0mjAU3yKR1QnXnHtjGJqTM
37,Happier,Marshmello,11391954,2019-06-07--2019-06-14,global,2dpaYNEQHiRxtZbfNsse99
38,when the party's over,Billie Eilish,11389448,2019-06-07--2019-06-14,global,43zdsphuZLzwA9k4DJhU0I
39,Verte Ir,DJ Luian,11350171,2019-06-07--2019-06-14,global,4lzxJ4jCuFDXXGkE1LmpKR
40,Pop Out (feat. Lil Tjay),Polo G,11314759,2019-06-07--2019-06-14,global,6uFn47ACjqYkc0jADwEdj1
41,Mother's Daughter,Miley Cyrus,11195404,2019-06-07--2019-06-14,global,2WyRfGeHo97VC5mP1BBSzr
42,bury a friend,Billie Eilish,11113723,2019-06-07--2019-06-14,global,4SSnFejRGlZikf02HLewEF
43,11 PM,Maluma,11031879,2019-06-07--2019-06-14,global,7KbF6AdprOXEEHlsq11Z6d
44,Sweet but Psycho,Ava Max,10967046,2019-06-07--2019-06-14,global,25sgk305KZfyuqVBQIahim
45,"Go Loko (feat. Tyga, Jon Z)",YG,10867558,2019-06-07--2019-06-14,global,1kK6DwzyXJSp58u5HYWwuD
46,Con Altura,ROSALÍA,10747061,2019-06-07--2019-06-14,global,2qG5sZ7Si6sdK74qLxedYM
47,Easier,5 Seconds of Summer,10485157,2019-06-07--2019-06-14,global,4tNXntkAzQ5A2dfYRYGIIQ
48,HP,Maluma,10094616,2019-06-07--2019-06-14,global,1LIqNVhaIgxXUt2eVoIQJ3
49,Dancing With A Stranger (with Normani),Sam Smith,10092555,2019-06-07--2019-06-14,global,6Qs4SXO9dwPj5GKvVOv8Ki
50,Without Me,Halsey,10019164,2019-06-07--2019-06-14,global,5p7ujcrUXASCNwRaWNHR1C
51,No Me Conoce - Remix,Jhay Cortez,10012083,2019-06-07--2019-06-14,global,4R8BJggjosTswLxtkw8V7P
52,Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS,9515545,2019-06-07--2019-06-14,global,4c1WgUnHXq2LEncGHKgj1I
53,lovely (with Khalid),Billie Eilish,9414382,2019-06-07--2019-06-14,global,0u2P5u6lvoDfwTYjAADbn4
54,Boy With Luv (feat. Halsey),BTS,9288977,2019-06-07--2019-06-14,global,5KawlOMHjWeUjQtnuRs22c
55,Here With Me,Marshmello,8817110,2019-06-07--2019-06-14,global,5icOoE6VgqFKohjWWNp0Ac
56,MIDDLE CHILD,J. Cole,8709587,2019-06-07--2019-06-14,global,2JvzF1RMd7lE3KmFlsyZD8
57,i'm so tired...,Lauv,8611975,2019-06-07--2019-06-14,global,7COXchtUOMd6uIT6HvmRaI
58,"thank u, next",Ariana Grande,8584020,2019-06-07--2019-06-14,global,3e9HZxeyfWwjeyPAMmWSSQ
59,High Hopes,Panic! At The Disco,8507863,2019-06-07--2019-06-14,global,1rqqCSm0Qe4I9rUvWncaom
60,Contra La Pared,Sean Paul,8342498,2019-06-07--2019-06-14,global,37eGbhE1xVFSvcKkqGb6i1
61,Eastside (with Halsey & Khalid),benny blanco,8315258,2019-06-07--2019-06-14,global,7FGq80cy8juXBCD2nrqdWU
62,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,8224707,2019-06-07--2019-06-14,global,1iWHabUgUuuKLBa0TzTHfk
63,wish you were gay,Billie Eilish,8209369,2019-06-07--2019-06-14,global,3Fj47GNK2kUF0uaEDgXLaD
64,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,8190110,2019-06-07--2019-06-14,global,1wJRveJZLSb1rjhnUHQiv6
65,Ransom,Lil Tecca,8084008,2019-06-07--2019-06-14,global,1xbtojAZsQjOgiGdGX6ChU
66,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,7929827,2019-06-07--2019-06-14,global,3y3brCCecHC3Db18aIOnny
67,Bohemian Rhapsody - 2011 Mix,Queen,7906624,2019-06-07--2019-06-14,global,4u7EnebtmKWzUH433cf5Qv
68,rockstar (feat. 21 Savage),Post Malone,7778467,2019-06-07--2019-06-14,global,0e7ipj03S05BNilyu5bRzt
69,3 Nights,Dominic Fike,7675146,2019-06-07--2019-06-14,global,1tNJrcVe6gwLEiZCtprs1u
70,Que Mas Pues - Remix,Justin Quiles,7665183,2019-06-07--2019-06-14,global,7fODjB7BrQTGqh0hogW6XD
71,Paradise,Bazzi,7659199,2019-06-07--2019-06-14,global,7njKgVl3AnLflRad38o7AG
72,Secreto,Anuel AA,7648391,2019-06-07--2019-06-14,global,5W83ErFkO3aKAIS1WMi6u0
73,So Am I,Ava Max,7595592,2019-06-07--2019-06-14,global,0uUNN1nSoUx1A4fkDCWDQ7
74,Nightmare,Halsey,7464548,2019-06-07--2019-06-14,global,340UVheS8z3ncW9TTUhAbc
75,Cuaderno,Dalex,7393128,2019-06-07--2019-06-14,global,7anSoGdgtmJTAPZBzcPhO6
76,Shape of You,Ed Sheeran,7392510,2019-06-07--2019-06-14,global,7qiZfU4dY1lWllzX7mPBI3
77,"break up with your girlfriend, i'm bored",Ariana Grande,7391341,2019-06-07--2019-06-14,global,4kV4N9D1iKVxx1KLvtTpjS
78,Let Me Down Slowly,Alec Benjamin,7312962,2019-06-07--2019-06-14,global,2qxmye6gAegTMjLKEBoR3d
79,Kill This Love,BLACKPINK,7311365,2019-06-07--2019-06-14,global,4pUCKHjJ4Ijewc37rRrvHn
80,Veleno 7,Gemitaiz,7235843,2019-06-07--2019-06-14,global,3fV9z98dnQLSIPIMMJXCm7
81,Better Now,Post Malone,7202454,2019-06-07--2019-06-14,global,7dt6x5M1jzdTEt8oCbisTK
82,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,7196003,2019-06-07--2019-06-14,global,4w8niZpiMy6qz1mntFA5uM
83,Going Bad (feat. Drake),Meek Mill,7191907,2019-06-07--2019-06-14,global,2IRZnDFmlqMuOrYOLnZZyc
84,Haute (feat. J Balvin & Chris Brown),Tyga,7143280,2019-06-07--2019-06-14,global,1jlnBQGP2DtSEhMgQaz7a7
85,Amor Genuino,Ozuna,7135959,2019-06-07--2019-06-14,global,6pK5edDoyrn4mWwRSVc2a5
86,SICKO MODE,Travis Scott,7109808,2019-06-07--2019-06-14,global,2xLMifQCjDGFmkHkpNLD9h
87,On My Way,Alan Walker,7103969,2019-06-07--2019-06-14,global,4n7jnSxVLd8QioibtTDBDq
88,Believer,Imagine Dragons,7099606,2019-06-07--2019-06-14,global,0pqnGHJpmpxLKifKRmU6WP
89,Pure Water (with Migos),Mustard,7074115,2019-06-07--2019-06-14,global,63cd4JkwGgYJrbOizbfmsp
90,Better,Khalid,7069714,2019-06-07--2019-06-14,global,6zeeWid2sgw4lap2jV61PZ
91,MIA (feat. Drake),Bad Bunny,7058995,2019-06-07--2019-06-14,global,116H0KvKr2Zl4RPuVBruDO
92,Find U Again (feat. Camila Cabello),Mark Ronson,7042601,2019-06-07--2019-06-14,global,1HpzOCZbNWzxvvXfSGtSrX
93,Girls Like You (feat. Cardi B),Maroon 5,7023473,2019-06-07--2019-06-14,global,7fa9MBXhVfQ8P8Df9OEbD8
94,Adan y Eva,Paulo Londra,6994025,2019-06-07--2019-06-14,global,132ALUzVLmqYB4UsBj5qD6
95,Homicide (feat. Eminem),Logic,6920110,2019-06-07--2019-06-14,global,2MuMD298IpYqKF367wegUd
96,Baila Baila Baila - Remix,Ozuna,6893637,2019-06-07--2019-06-14,global,7mWFF4gPADjTQjC97CgFVt
97,Lucid Dreams,Juice WRLD,6856643,2019-06-07--2019-06-14,global,285pBltuF7vW8TeWk8hdRR
98,Si Se Da,Myke Towers,6822944,2019-06-07--2019-06-14,global,5KbBGUpIZd6gVFUU8tqYiQ
99,Sanguine Paradise,Lil Uzi Vert,6579878,2019-06-07--2019-06-14,global,3XiNC94b4Tq1xwv70sQJGN
100,SAD!,XXXTENTACION,6562269,2019-06-07--2019-06-14,global,3ee8Jmje8o58CHK66QrVC2
101,Isis,Joyner Lucas,6528846,2019-06-07--2019-06-14,global,36TO60sxDduIsO3xH8IcUh
102,"Tough Love (feat. Agnes, Vargas & Lagola)",Avicii,6512015,2019-06-07--2019-06-14,global,1yfyIdEw5U2bD5I6gxQCxW
103,Mad Love,Mabel,6484961,2019-06-07--2019-06-14,global,79JBjIq90BrQ8Ws0pUhlzD
104,Te Vi,Piso 21,6481024,2019-06-07--2019-06-14,global,059bcIhyc2SBwm6sw2AZzd
105,All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,6386854,2019-06-07--2019-06-14,global,3O83h4LS797N23DpweeRAa
106,Be Alright,Dean Lewis,6342650,2019-06-07--2019-06-14,global,5qrSlOut2rNAWv3ubArkNy
107,Youngblood,5 Seconds of Summer,6339796,2019-06-07--2019-06-14,global,2iUXsYOEPhVqEBwsqP70rE
108,Murder On My Mind,YNW Melly,6307796,2019-06-07--2019-06-14,global,7eBqSVxrzQZtK2mmgRG6lC
109,Perfect,Ed Sheeran,6232573,2019-06-07--2019-06-14,global,0tgVpDi06FyKpA1z0VMD4v
110,Baila Baila Baila,Ozuna,6169518,2019-06-07--2019-06-14,global,7uH27oIt4a6cIFCA8ZPcyG
111,Taste (feat. Offset),Tyga,6158317,2019-06-07--2019-06-14,global,2toVe5hfuIi97ytDPDbQFt
112,you should see me in a crown,Billie Eilish,6147271,2019-06-07--2019-06-14,global,3XF5xLJHOQQRbWya6hBp7d
113,Ritual,Tiësto,6057831,2019-06-07--2019-06-14,global,3M9Apu4OZfylLTFKvgEtKa
114,Giant (with Rag'n'Bone Man),Calvin Harris,6047573,2019-06-07--2019-06-14,global,5itOtNx0WxtJmi1TQ3RuRd
115,Who Do You Love,The Chainsmokers,6029408,2019-06-07--2019-06-14,global,5QiNbIilmMiMBXvaAlf7lN
116,Press,Cardi B,5945426,2019-06-07--2019-06-14,global,6dPyzkyZwoj9LqjQXOFdVv
117,Bad Liar,Imagine Dragons,5907317,2019-06-07--2019-06-14,global,2RSHsoi04658QL5xgQVov3
118,Drip Too Hard (Lil Baby & Gunna),Lil Baby,5889799,2019-06-07--2019-06-14,global,78QR3Wp35dqAhFEc2qAGjE
119,Moonlight,XXXTENTACION,5888483,2019-06-07--2019-06-14,global,0JP9xo3adEtGSdUEISiszL
120,In My Mind,Dynoro,5888120,2019-06-07--2019-06-14,global,0E9ZjEAyAwOXZ7wJC0PD33
121,Aullando,Wisin & Yandel,5849104,2019-06-07--2019-06-14,global,7BuHdm4lQqcyG3qTwdkxus
122,I Like It,Cardi B,5803536,2019-06-07--2019-06-14,global,58q2HKrzhC3ozto2nDdN4z
123,I Like Me Better,Lauv,5789103,2019-06-07--2019-06-14,global,2P91MQbaiQOfbiz9VqhqKQ
124,All Around The World (La La La),R3HAB,5781046,2019-06-07--2019-06-14,global,02itaCXOdC54J0ISjqqFAp
125,2002,Anne-Marie,5740883,2019-06-07--2019-06-14,global,2BgEsaKNfHUdlh97KmvFyo
126,Look Back at It,A Boogie Wit da Hoodie,5739113,2019-06-07--2019-06-14,global,3Ol2xnObFdKV9pmRD2t9x8
127,Tricheur,Nekfeu,5716607,2019-06-07--2019-06-14,global,5ZwRTJD1bTACtIuW5Iibnu
128,Thunder,Imagine Dragons,5705431,2019-06-07--2019-06-14,global,1zB4vmk8tFRmM9UULNzbLB
129,Don't Stop Me Now - 2011 Mix,Queen,5667895,2019-06-07--2019-06-14,global,5T8EDUDqKcs6OSOwEsfqG7
130,Get You The Moon (feat. Snøw),Kina,5658696,2019-06-07--2019-06-14,global,4ZLzoOkj0MPWrTLvooIuaa
131,Robbery,Juice WRLD,5647960,2019-06-07--2019-06-14,global,6Hj9jySrnFppAI0sEMCZpJ
132,Not Ok,Kygo,5577130,2019-06-07--2019-06-14,global,6aoGtdWXBkYQ2O2wnyIz2x
133,Another One Bites The Dust - Remastered 2011,Queen,5554140,2019-06-07--2019-06-14,global,5vdp5UmvTsnMEMESIF2Ym7
134,Envy Me,Calboy,5513865,2019-06-07--2019-06-14,global,7rvyVWja33WG9R97oeJAjx
135,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,5469796,2019-06-07--2019-06-14,global,5JEx7HbmvHQQswJCsoo9rA
136,Sixteen,Ellie Goulding,5442767,2019-06-07--2019-06-14,global,4PkIDTPGedm0enzdvilLNd
137,my strange addiction,Billie Eilish,5424624,2019-06-07--2019-06-14,global,3Tc57t9l2O8FwQZtQOvPXK
138,Esclavo de Tus Besos,Manuel Turizo,5404200,2019-06-07--2019-06-14,global,3g4UyIcQwutiG0TfW32GnX
139,God's Plan,Drake,5390482,2019-06-07--2019-06-14,global,6DCZcSspjsKoFjzjrWoCdn
140,Say You Won't Let Go,James Arthur,5382501,2019-06-07--2019-06-14,global,5uCax9HTNlzGybIStD3vDh
141,Vossi Bop,Stormzy,5382121,2019-06-07--2019-06-14,global,44ZJ4hLD5onikKsVLQaILr
142,Maghreb Gang (feat. French Montana & Khaled),Farid Bang,5380868,2019-06-07--2019-06-14,global,1IBUPdwV9TvaipSODdt8QY
143,Jocelyn Flores,XXXTENTACION,5370396,2019-06-07--2019-06-14,global,7m9OqQk4RVRkw9JJdeAw96
144,Always Remember Us This Way,Lady Gaga,5367237,2019-06-07--2019-06-14,global,2rbDhOo9Fh61Bbu23T2qCk
145,Amanece,Anuel AA,5338853,2019-06-07--2019-06-14,global,1LiN0Z98FkR1t0m8KmLcAH
146,La Boca,Mau y Ricky,5317043,2019-06-07--2019-06-14,global,0UQwlF2pRkr1lMN6kNNUj3
147,Cool,Jonas Brothers,5280647,2019-06-07--2019-06-14,global,7yfi8B8opXjnRh4VZnOkz9
148,Desconocidos,Mau y Ricky,5252842,2019-06-07--2019-06-14,global,56f5qnyAlZdlz8wrUDA50h
149,Body (feat. brando),Loud Luxury,5231950,2019-06-07--2019-06-14,global,7K7MUBCnzgBAvMVW2RTWNs
150,Arcade,Duncan Laurence,5219743,2019-06-07--2019-06-14,global,1Xi84slp6FryDSCbzq4UCD
151,i love you,Billie Eilish,5202860,2019-06-07--2019-06-14,global,6CcJMwBtXByIz4zQLzFkKc
152,Clout (feat. Cardi B),Offset,5174691,2019-06-07--2019-06-14,global,59ywHNwwchG4nZJMLyxSzd
153,Just Us (feat. SZA),DJ Khaled,5126395,2019-06-07--2019-06-14,global,0BnTBAGmr9FtYwkZrwKhwS
154,Heart Upon My Sleeve (feat. Imagine Dragons),Avicii,5124825,2019-06-07--2019-06-14,global,6kXNnS7JJz0nAv4XEwEmQJ
155,ocean eyes,Billie Eilish,5111855,2019-06-07--2019-06-14,global,2uIX8YMNjGMD7441kqyyNU
156,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,5055346,2019-06-07--2019-06-14,global,5Gu0PDLN4YJeW75PpBSg9p
157,Photograph,Ed Sheeran,5021070,2019-06-07--2019-06-14,global,6fxVffaTuwjgEk5h9QyRjy
158,Bad Reputation (feat. Joe Janiak),Avicii,4964348,2019-06-07--2019-06-14,global,0HZgYFimoJG9Ijy8InUWcV
159,The Middle,Zedd,4962169,2019-06-07--2019-06-14,global,09IStsImFySgyp0pIQdqAc
160,Hold The Line (feat. A R I Z O N A),Avicii,4960503,2019-06-07--2019-06-14,global,6EBlOYNcZ8MrdEov9lEdV6
161,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,4941030,2019-06-07--2019-06-14,global,3H9GDhVVTlmFQSmpt51qiP
162,Bruises,Lewis Capaldi,4938485,2019-06-07--2019-06-14,global,4Of7rzpRpV1mWRbhp5rAqG
163,One Kiss (with Dua Lipa),Calvin Harris,4932894,2019-06-07--2019-06-14,global,7ef4DlsgrMEH11cDZd32M6
164,Soldi,Mahmood,4914865,2019-06-07--2019-06-14,global,4szQkW1CDHqbRZGltXJdd3
165,ZEZE (feat. Travis Scott & Offset),Kodak Black,4901656,2019-06-07--2019-06-14,global,0FZ4Dmg8jJJAPJnvBIzD9z
166,Psycho (feat. Ty Dolla $ign),Post Malone,4900102,2019-06-07--2019-06-14,global,3swc6WTsr7rl9DqQKQA55C
167,New Rules,Dua Lipa,4899339,2019-06-07--2019-06-14,global,2xJCMIJfcNYDc5iR0sAm2O
168,Ella Quiere Beber - Remix,Anuel AA,4880616,2019-06-07--2019-06-14,global,3f5lA8nnc4YYF1qf78WpHw
169,all the good girls go to hell,Billie Eilish,4869450,2019-06-07--2019-06-14,global,6IRdLKIyS4p7XNiP8r6rsx
170,a lot,21 Savage,4868958,2019-06-07--2019-06-14,global,2t8yVaLvJ0RenpXUIAC52d
171,Promises (with Sam Smith),Calvin Harris,4867475,2019-06-07--2019-06-14,global,5N5k9nd479b1xpDZ4usjrg
172,What I Like About You (feat. Theresa Rex),Jonas Blue,4864925,2019-06-07--2019-06-14,global,4NSW0Km5ZG60L8FthUebPJ
173,Too Good At Goodbyes,Sam Smith,4860815,2019-06-07--2019-06-14,global,1mXVgsBdtIVeCLJnSnmtdV
174,xanny,Billie Eilish,4843509,2019-06-07--2019-06-14,global,4QIo4oxwzzafcBWkKjDpXY
175,IDGAF,Dua Lipa,4836444,2019-06-07--2019-06-14,global,76cy1WJvNGJTj78UqeA5zr
176,Falling Like The Stars,James Arthur,4811595,2019-06-07--2019-06-14,global,15xWRPHQMeqgdkGzInx3PY
177,Speechless (Full),Naomi Scott,4793780,2019-06-07--2019-06-14,global,0XPsOSYzDJZJArevQNm2AR
178,I Believe,Jonas Brothers,4785310,2019-06-07--2019-06-14,global,1vYh9x8UmFTLbXiizk9Qc5
179,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4767233,2019-06-07--2019-06-14,global,4e4fqjx0Izh4svvTef1z7e
180,Closer,The Chainsmokers,4745732,2019-06-07--2019-06-14,global,7BKLCZ1jbUBVqRi2FVlTVw
181,Havana (feat. Young Thug),Camila Cabello,4736395,2019-06-07--2019-06-14,global,1rfofaqEpACxVEHIZBJe6W
182,Lost In Japan,Shawn Mendes,4715239,2019-06-07--2019-06-14,global,79esEXlqqmq0GPz0xQSZTV
183,Mixed Personalities (feat. Kanye West),YNW Melly,4695445,2019-06-07--2019-06-14,global,6vWEAOUSxohKxhp0K1BsxL
184,Te Soñé De Nuevo,Ozuna,4667591,2019-06-07--2019-06-14,global,5s8LepdwU0THzpd0M7nLsa
185,idontwannabeyouanymore,Billie Eilish,4655005,2019-06-07--2019-06-14,global,40T5GIqQ1CegGm2PTEl8Bu
186,Saturday Nights,Khalid,4653832,2019-06-07--2019-06-14,global,5kfNriitmkNE8mUbZ7gbq8
187,Un Año,Sebastian Yatra,4638165,2019-06-07--2019-06-14,global,2vrpcQNg6itmgVZWsNjWe0
188,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,4606395,2019-06-07--2019-06-14,global,6WkJ2OK163XXS2oARUC9JM
189,All of Me,John Legend,4583795,2019-06-07--2019-06-14,global,3U4isOIWM3VvDubwSI3y7a
190,bellyache,Billie Eilish,4578308,2019-06-07--2019-06-14,global,51NFxnQvaosfDDutk0tams
191,I'm Yours,Jason Mraz,4569526,2019-06-07--2019-06-14,global,3S0OXQeoh0w6AY8WQVckRW
192,Irina Shayk,Ufo361,4567010,2019-06-07--2019-06-14,global,4Sokm1cWK36H2WctWWRGf1
193,no tears left to cry,Ariana Grande,4547250,2019-06-07--2019-06-14,global,2qT1uLXPVPzGgFOx4jtEuo
194,Wieder Lila,Samra,4547192,2019-06-07--2019-06-14,global,2kkcJ8tSDV42LdWcPjy6We
195,In My Feelings,Drake,4539954,2019-06-07--2019-06-14,global,2G7V7zsVDxg1yRsu7Ew9RJ
196,Love Me Less (feat. Quinn XCII),MAX,4538692,2019-06-07--2019-06-14,global,2tOOcDDYkh0PSjr6GwPEAJ
197,Something Just Like This,The Chainsmokers,4526389,2019-06-07--2019-06-14,global,6RUKPb4LETWmmr3iAEQktW
198,Natural,Imagine Dragons,4518932,2019-06-07--2019-06-14,global,2FY7b99s15jUprqC0M5NCT
199,Under Pressure - Remastered,Queen,4518538,2019-06-07--2019-06-14,global,2fuCquhmrzHpu5xcA1ci9x
200,NENENE,Fero47,4507145,2019-06-07--2019-06-14,global,5AiqL0ezAAauDuVK5EJvXU
1,I Don't Care (with Justin Bieber),Ed Sheeran,3231432,2019-06-14--2019-06-21,gb,3HVWdVOQ0ZA45FuZGSfvns
2,Someone You Loved,Lewis Capaldi,2883458,2019-06-14--2019-06-21,gb,7qEHsqek33rTcFNT9PFqLf
3,Vossi Bop,Stormzy,2633761,2019-06-14--2019-06-21,gb,44ZJ4hLD5onikKsVLQaILr
4,bad guy,Billie Eilish,2535986,2019-06-14--2019-06-21,gb,2Fxmhks0bxGSBdJ92vM42m
5,Piece Of Your Heart,MEDUZA,2312157,2019-06-14--2019-06-21,gb,1DFD5Fotzgn6yYXkYsKiGs
6,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,2301704,2019-06-14--2019-06-21,gb,6u7jPi22kF8CTQ3rb9DHE7
7,Hold Me While You Wait,Lewis Capaldi,2125689,2019-06-14--2019-06-21,gb,60iSKGrGazRzICtMjADNSM
8,No Guidance (feat. Drake),Chris Brown,2038167,2019-06-14--2019-06-21,gb,7FEwp8BavoEVE3AnxJDchc
9,SOS (feat. Aloe Blacc),Avicii,1958894,2019-06-14--2019-06-21,gb,2x0RZdkZcD8QRI53XT4GI5
10,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,1854466,2019-06-14--2019-06-21,gb,543bCW2ruMPmxUBWirQ3MR
11,Location (feat. Burna Boy),Dave,1753366,2019-06-14--2019-06-21,gb,3z4CGd63tpUn9a6oQSG0CI
12,You Need To Calm Down,Taylor Swift,1741782,2019-06-14--2019-06-21,gb,29fRTIKsJhLUJoldM89GZS
13,If I Can't Have You,Shawn Mendes,1629926,2019-06-14--2019-06-21,gb,6LsAAHotRLMOHfCsSfYCsz
