Position,Track Name,Artist,Streams,date,region,spotify_id
1,Someone You Loved,Lewis Capaldi,3338234,2019-03-01--2019-03-08,gb,2TIlqbIneP0ZY1O0EzYLlc
2,"break up with your girlfriend, i'm bored",Ariana Grande,3041558,2019-03-01--2019-03-08,gb,4kV4N9D1iKVxx1KLvtTpjS
3,Giant (with Rag'n'Bone Man),Calvin Harris,2846784,2019-03-01--2019-03-08,gb,5itOtNx0WxtJmi1TQ3RuRd
4,7 rings,Ariana Grande,2836252,2019-03-01--2019-03-08,gb,6ocbgoVGwYJhOv1GgI9NsF
5,Don't Call Me Up,Mabel,2783485,2019-03-01--2019-03-08,gb,5WHTFyqSii0lmT9R21abT8
6,Wow.,Post Malone,2488501,2019-03-01--2019-03-08,gb,6MWtB6iiXyIwun0YzU6DFP
7,Sucker,Jonas Brothers,2190914,2019-03-01--2019-03-08,gb,4y3OI86AEP6PQoDE6olYhO
8,Dancing With A Stranger (with Normani),Sam Smith,2041358,2019-03-01--2019-03-08,gb,6Qs4SXO9dwPj5GKvVOv8Ki
9,Shallow,Lady Gaga,1984056,2019-03-01--2019-03-08,gb,2VxeLyX666F8uXCJ0dZF8B
10,Options,NSG,1933493,2019-03-01--2019-03-08,gb,2cytBOLpwFRX7J9URCrFIe
11,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1736970,2019-03-01--2019-03-08,gb,7dbka99KTWke5o9hRp0JoB
12,bury a friend,Billie Eilish,1674393,2019-03-01--2019-03-08,gb,4NzMOnvSJVNKF7nw5NkXIP
13,Sweet but Psycho,Ava Max,1645555,2019-03-01--2019-03-08,gb,25sgk305KZfyuqVBQIahim
14,Just You and I,Tom Walker,1587183,2019-03-01--2019-03-08,gb,03x2rVJRFUrvwlfxoHd9Mo
15,i'm so tired...,Lauv,1556408,2019-03-01--2019-03-08,gb,7COXchtUOMd6uIT6HvmRaI
16,"thank u, next",Ariana Grande,1470504,2019-03-01--2019-03-08,gb,3e9HZxeyfWwjeyPAMmWSSQ
17,Murder On My Mind,YNW Melly,1423048,2019-03-01--2019-03-08,gb,7eBqSVxrzQZtK2mmgRG6lC
18,Talk,Khalid,1292816,2019-03-01--2019-03-08,gb,0rTV5WefWd1J3OwIheTzxM
19,Going Bad (feat. Drake),Meek Mill,1269806,2019-03-01--2019-03-08,gb,2IRZnDFmlqMuOrYOLnZZyc
20,MIDDLE CHILD,J. Cole,1267192,2019-03-01--2019-03-08,gb,2JvzF1RMd7lE3KmFlsyZD8
21,Happier,Marshmello,1204542,2019-03-01--2019-03-08,gb,2dpaYNEQHiRxtZbfNsse99
22,Advice,Cadet,1130727,2019-03-01--2019-03-08,gb,1fp2uoWXPca3mIdxRHIgQm
23,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1115733,2019-03-01--2019-03-08,gb,27rdGxbavYJeBphck5MZAF
24,Please Me,Cardi B,1089779,2019-03-01--2019-03-08,gb,0PG9fbaaHFHfre2gUVo7AN
25,"How It Is (feat. Roddy Ricch, Chip & Yxng Bane)",The Plug,1082759,2019-03-01--2019-03-08,gb,1ogmtYEsS4ywfLIhMee5bu
26,Shotgun,George Ezra,1067758,2019-03-01--2019-03-08,gb,4ofwffwvvnbSkrMSCKQDaC
27,Thotiana,Blueface,1051980,2019-03-01--2019-03-08,gb,3oh6SCCeLuXhFpEyepla6G
28,Nights Like This (feat. Ty Dolla $ign),Kehlani,1036725,2019-03-01--2019-03-08,gb,6ZRuF2n1CQxyxxAAWsKJOy
29,Without Me,Halsey,1030270,2019-03-01--2019-03-08,gb,5p7ujcrUXASCNwRaWNHR1C
30,Walk Me Home,P!nk,1028929,2019-03-01--2019-03-08,gb,7DHApOHsIFo7EyfieArYGE
31,Robbery,Juice WRLD,1025618,2019-03-01--2019-03-08,gb,44ShclXTOOnYtt5CnCDeGV
32,High Hopes,Panic! At The Disco,1024316,2019-03-01--2019-03-08,gb,1rqqCSm0Qe4I9rUvWncaom
33,SICKO MODE,Travis Scott,1012781,2019-03-01--2019-03-08,gb,2xLMifQCjDGFmkHkpNLD9h
34,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,985788,2019-03-01--2019-03-08,gb,1wJRveJZLSb1rjhnUHQiv6
35,Eastside (with Halsey & Khalid),benny blanco,972147,2019-03-01--2019-03-08,gb,7FGq80cy8juXBCD2nrqdWU
36,Think About Us (feat. Ty Dolla $ign),Little Mix,964839,2019-03-01--2019-03-08,gb,18n2GdCpsHYzkbMKPavE7Y
37,Grace,Lewis Capaldi,946466,2019-03-01--2019-03-08,gb,4eQBL0cuF3ismYCzBff2Ii
38,Promises (with Sam Smith),Calvin Harris,910262,2019-03-01--2019-03-08,gb,5N5k9nd479b1xpDZ4usjrg
39,Kitchen Kings,D-Block Europe,900339,2019-03-01--2019-03-08,gb,1RJHieKAxYz9qbREvOR5eA
40,Better Now,Post Malone,881636,2019-03-01--2019-03-08,gb,7dt6x5M1jzdTEt8oCbisTK
41,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,871623,2019-03-01--2019-03-08,gb,1WSGTYKLEpKfNQYYW5Oymt
42,ZEZE (feat. Travis Scott & Offset),Kodak Black,857962,2019-03-01--2019-03-08,gb,0FZ4Dmg8jJJAPJnvBIzD9z
43,Taste (feat. Offset),Tyga,832139,2019-03-01--2019-03-08,gb,5IaHrVsrferBYDm0bDyABy
44,Body (feat. brando),Loud Luxury,831317,2019-03-01--2019-03-08,gb,7K7MUBCnzgBAvMVW2RTWNs
45,Funky Friday,Dave,830630,2019-03-01--2019-03-08,gb,01IQ4aQgOf0Kkq3a273hmO
46,Bohemian Rhapsody - 2011 Mix,Queen,805310,2019-03-01--2019-03-08,gb,7tFiyTwD0nx5a1eklYtX2J
47,needy,Ariana Grande,794819,2019-03-01--2019-03-08,gb,1TEL6MlSSVLSdhOSddidlJ
48,bloodline,Ariana Grande,794360,2019-03-01--2019-03-08,gb,2hloaUoRonYssMuqLCBLTX
49,Play,Jax Jones,752243,2019-03-01--2019-03-08,gb,29R1IMTTbDDA3VNlk6UEW5
50,a lot,21 Savage,744631,2019-03-01--2019-03-08,gb,2t8yVaLvJ0RenpXUIAC52d
51,bad idea,Ariana Grande,744575,2019-03-01--2019-03-08,gb,7EQpvVujgytLVY8vKiDHAg
52,Undecided,Chris Brown,733508,2019-03-01--2019-03-08,gb,7uiBocndm12aKbsdnQ3Scx
53,Lucid Dreams,Juice WRLD,719752,2019-03-01--2019-03-08,gb,285pBltuF7vW8TeWk8hdRR
54,Saturday Nights,Khalid,712154,2019-03-01--2019-03-08,gb,5kfNriitmkNE8mUbZ7gbq8
55,NASA,Ariana Grande,693996,2019-03-01--2019-03-08,gb,4SPu0Ql902hTVXkBoNIYtq
56,Leave a Light On,Tom Walker,667055,2019-03-01--2019-03-08,gb,4iVVU8DyQvOVsKafv3KWIF
57,Psych Out!,AJ Tracey,665540,2019-03-01--2019-03-08,gb,0S8DTkU0iMopIw1Uq1nQ49
58,when the party's over,Billie Eilish,658864,2019-03-01--2019-03-08,gb,14JzyD6FlBD5z0wV5P07YI
59,2002,Anne-Marie,652366,2019-03-01--2019-03-08,gb,2BgEsaKNfHUdlh97KmvFyo
60,wish you were gay,Billie Eilish,646309,2019-03-01--2019-03-08,gb,4txc3txsIt81diMzGhrVPS
61,rockstar (feat. 21 Savage),Post Malone,637054,2019-03-01--2019-03-08,gb,0e7ipj03S05BNilyu5bRzt
62,Bet (feat. Skepta & Michael Phantom),Octavian,633848,2019-03-01--2019-03-08,gb,1TULEHv0wpIZYI7zqmhzEg
63,Hello My Love,Westlife,633605,2019-03-01--2019-03-08,gb,4EtIza2cKMmR2XP7idebXG
64,Almost (Sweet Music),Hozier,632281,2019-03-01--2019-03-08,gb,6UTmrvq4nRmx1iQ6iMd1FD
65,lovely,Billie Eilish,631122,2019-03-01--2019-03-08,gb,1NJcg626wLln4pGHpiV7mf
66,imagine,Ariana Grande,626156,2019-03-01--2019-03-08,gb,39LmTF9RgyakzSYX8txrow
67,Bally,Swarmz,623460,2019-03-01--2019-03-08,gb,1AvLAAXMtq7IGi48x9TrD7
68,Look Back at It,A Boogie Wit da Hoodie,617630,2019-03-01--2019-03-08,gb,3Ol2xnObFdKV9pmRD2t9x8
69,Who Do You Love,The Chainsmokers,616221,2019-03-01--2019-03-08,gb,11cDEev79fPKi6uJCjUhu8
70,Mr. Brightside,The Killers,614440,2019-03-01--2019-03-08,gb,7oK9VyNzrYvRFo7nQEYkWN
71,This Is Me,Keala Settle,611040,2019-03-01--2019-03-08,gb,2xGjteMU3E1tkEPVFBO08U
72,Leave Me Alone,Flipp Dinero,603431,2019-03-01--2019-03-08,gb,14mHfNsSHN0FbLftyjrV9g
73,One Kiss (with Dua Lipa),Calvin Harris,601052,2019-03-01--2019-03-08,gb,7ef4DlsgrMEH11cDZd32M6
74,Paradise,George Ezra,600974,2019-03-01--2019-03-08,gb,38zwkK6TtTjIW9tpYBfZ3D
75,SAD!,XXXTENTACION,596878,2019-03-01--2019-03-08,gb,3ee8Jmje8o58CHK66QrVC2
76,Bruises,Lewis Capaldi,592517,2019-03-01--2019-03-08,gb,7x91w5f5x7UayENcGAP5i2
77,One Drink,Picture This,590088,2019-03-01--2019-03-08,gb,7ITXKzRU7eqcRwF2YXZj8b
78,Loose Ends,Loyle Carner,588994,2019-03-01--2019-03-08,gb,4PIrQHxXlHlSXKoKd2nuxE
79,Mo Bamba,Sheck Wes,583806,2019-03-01--2019-03-08,gb,1xzBco0xcoJEDXktl7Jxrr
80,Better,Khalid,582036,2019-03-01--2019-03-08,gb,6zeeWid2sgw4lap2jV61PZ
81,Let Me Down Slowly,Alec Benjamin,579074,2019-03-01--2019-03-08,gb,2qxmye6gAegTMjLKEBoR3d
82,Drip Too Hard (Lil Baby & Gunna),Lil Baby,577051,2019-03-01--2019-03-08,gb,78QR3Wp35dqAhFEc2qAGjE
83,The Greatest Show,Hugh Jackman,575790,2019-03-01--2019-03-08,gb,43ay9lQZ5rfNcOOHhRF2cM
84,Butterflies (feat. Not3s),AJ Tracey,568221,2019-03-01--2019-03-08,gb,4hGsbyf3p0U5mlJTJwiUTq
85,Hold My Girl,George Ezra,559675,2019-03-01--2019-03-08,gb,42bbDWZ8WmXTH7PkYAlGLu
86,Back & Forth,MK,551614,2019-03-01--2019-03-08,gb,4M8x1TR36VMQMFMbGCdoyA
87,Be Alright,Dean Lewis,551613,2019-03-01--2019-03-08,gb,3EPXxR3ImUwfayaurPi3cm
88,Lost Without You,Freya Ridings,550814,2019-03-01--2019-03-08,gb,6EelrDeZGS0Z81NhXevtrJ
89,Don't Stop Me Now - 2011 Mix,Queen,549578,2019-03-01--2019-03-08,gb,5T8EDUDqKcs6OSOwEsfqG7
90,Last Hurrah,Bebe Rexha,545260,2019-03-01--2019-03-08,gb,0i0wnv9UoFdZ5MfuFGQzMy
91,fake smile,Ariana Grande,544216,2019-03-01--2019-03-08,gb,3wFLWP0FcIqHK1wb1CPthQ
92,Girls Need Love (with Drake) - Remix,Summer Walker,544092,2019-03-01--2019-03-08,gb,0mfCH4nfpshBQR9ueZP5eP
93,Just Got Paid,Sigala,538831,2019-03-01--2019-03-08,gb,5CpkVOosLFc83LbwqO6hnI
94,Ruin My Life,Zara Larsson,538703,2019-03-01--2019-03-08,gb,5tAa8Uaqr4VvA3693mbIhU
95,Let You Love Me,Rita Ora,538495,2019-03-01--2019-03-08,gb,5Fla3zyOCcIRqrDoKLU0DP
96,no tears left to cry,Ariana Grande,533441,2019-03-01--2019-03-08,gb,2qT1uLXPVPzGgFOx4jtEuo
97,Swan Song,Dua Lipa,531511,2019-03-01--2019-03-08,gb,5600nq7TiBraBX2jobyJ3l
98,BABY,Giggs,531500,2019-03-01--2019-03-08,gb,0LiIvnK432UKVCPOkSUnJJ
99,I'll Be There,Jess Glynne,528638,2019-03-01--2019-03-08,gb,73FebDuELlAEinHw1xWJCZ
100,Youngblood,5 Seconds of Summer,525868,2019-03-01--2019-03-08,gb,2iUXsYOEPhVqEBwsqP70rE
101,Nonstop,Drake,522795,2019-03-01--2019-03-08,gb,0TlLq3lA83rQOYtrqBqSct
102,Rewrite The Stars,Zac Efron,522243,2019-03-01--2019-03-08,gb,630sXRhIcfwr2e4RdNtjKN
103,Pure Water (with Migos),Mustard,522079,2019-03-01--2019-03-08,gb,63cd4JkwGgYJrbOizbfmsp
104,God's Plan,Drake,516878,2019-03-01--2019-03-08,gb,6DCZcSspjsKoFjzjrWoCdn
105,Woman Like Me (feat. Nicki Minaj),Little Mix,516535,2019-03-01--2019-03-08,gb,222B3aljXx6fFwKmFjuBED
106,Nice For What,Drake,515911,2019-03-01--2019-03-08,gb,3CA9pLiwRIGtUBiMjbZmRw
107,Breathe,CamelPhat,515403,2019-03-01--2019-03-08,gb,6TR0FGw4zhlGbQALN065AI
108,I Fall Apart,Post Malone,514359,2019-03-01--2019-03-08,gb,75ZvA4QfFiZvzhj2xkaWAh
109,In My Mind,Dynoro,512208,2019-03-01--2019-03-08,gb,0E9ZjEAyAwOXZ7wJC0PD33
110,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,509036,2019-03-01--2019-03-08,gb,5JEx7HbmvHQQswJCsoo9rA
111,Moonlight,XXXTENTACION,508505,2019-03-01--2019-03-08,gb,0JP9xo3adEtGSdUEISiszL
112,Thursday,Jess Glynne,502911,2019-03-01--2019-03-08,gb,3ji4bcQugJj5B6NRGYDNwP
113,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,498464,2019-03-01--2019-03-08,gb,4mGdjNMo0RonTlOEb7cYg4
114,18HUNNA (feat. Dave),Headie One,494992,2019-03-01--2019-03-08,gb,0G1GIn5gGoe5iLHvVC5FM0
115,I,Lil Skies,494077,2019-03-01--2019-03-08,gb,4ZT9FnbFu1PaBfV3itxiqT
116,In My Feelings,Drake,492345,2019-03-01--2019-03-08,gb,2G7V7zsVDxg1yRsu7Ew9RJ
117,Psycho (feat. Ty Dolla $ign),Post Malone,490950,2019-03-01--2019-03-08,gb,3swc6WTsr7rl9DqQKQA55C
118,Black,Dave,489492,2019-03-01--2019-03-08,gb,2IzjEAXzEYu5jYpAbiRxTk
119,A Million Dreams,Ziv Zaifman,488576,2019-03-01--2019-03-08,gb,0RoA7ObU6phWpqhlC9zH4Z
120,ghostin,Ariana Grande,488413,2019-03-01--2019-03-08,gb,4lD7gHKF1e8Y9stQuVezZB
121,No Cap,DigDat,487445,2019-03-01--2019-03-08,gb,6lW3qM6vUkfwNwD5IMkZW8
122,No Stylist,French Montana,484578,2019-03-01--2019-03-08,gb,04MLEeAMuV9IlHEsD8vF6A
123,Another One Bites The Dust - Remastered 2011,Queen,478088,2019-03-01--2019-03-08,gb,5vdp5UmvTsnMEMESIF2Ym7
124,Now You're Gone (feat. Zara Larsson),Tom Walker,475970,2019-03-01--2019-03-08,gb,2oVoSgGAlog02WQ2pLCxcT
125,Always Remember Us This Way,Lady Gaga,475919,2019-03-01--2019-03-08,gb,2rbDhOo9Fh61Bbu23T2qCk
126,Don’t Feel Like Crying,Sigrid,470975,2019-03-01--2019-03-08,gb,1oLSje4Ot5qRUq8FqYeXOl
127,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,470881,2019-03-01--2019-03-08,gb,7ycWLEP1GsNjVvcjawXz3z
128,"Pumpy (feat. AJ x Deno, Swarmz & Cadet)",Da Beatfreakz,467384,2019-03-01--2019-03-08,gb,2r7kFZo4Ua517FKCW39fo9
129,KIKA,6ix9ine,465623,2019-03-01--2019-03-08,gb,6Gy7rXB6Ku5vIWC7WGWsl3
130,Hear Me Calling,Juice WRLD,465262,2019-03-01--2019-03-08,gb,5UYK9MervBCROg8AHNeEIy
131,Like a Film (feat. M Huncho),Nafe Smallz,462693,2019-03-01--2019-03-08,gb,2sMkhUglKashsCjp76uOB9
132,idontwannabeyouanymore,Billie Eilish,461354,2019-03-01--2019-03-08,gb,40T5GIqQ1CegGm2PTEl8Bu
133,Best Life,Hardy Caprio,458162,2019-03-01--2019-03-08,gb,3wAyZwtyyLMsJNG7Mb17ky
134,Electricity (with Dua Lipa),Silk City,457124,2019-03-01--2019-03-08,gb,5N4erncE7kuUccm7zEmwzk
135,Girls Like You (feat. Cardi B),Maroon 5,455669,2019-03-01--2019-03-08,gb,7fa9MBXhVfQ8P8Df9OEbD8
136,Lost in the Fire,Gesaffelstein,452836,2019-03-01--2019-03-08,gb,7wFybC8jBH3zE139OpCtpG
137,Jocelyn Flores,XXXTENTACION,451696,2019-03-01--2019-03-08,gb,7m9OqQk4RVRkw9JJdeAw96
138,If You're Over Me,Years & Years,450998,2019-03-01--2019-03-08,gb,0p3rzYD9XEIyBBx1QTwg4z
139,I Like It,Cardi B,450497,2019-03-01--2019-03-08,gb,58q2HKrzhC3ozto2nDdN4z
140,Longshot,Catfish and the Bottlemen,446727,2019-03-01--2019-03-08,gb,1Yi8XPnCPoimWwqxwm3uz9
141,bellyache,Billie Eilish,446556,2019-03-01--2019-03-08,gb,51NFxnQvaosfDDutk0tams
142,Desire (with Dimension),Sub Focus,445566,2019-03-01--2019-03-08,gb,507UUx311ghfFTMSuHUeyS
143,Con Calma,Daddy Yankee,444601,2019-03-01--2019-03-08,gb,5w9c2J52mkdntKOmRLeM2m
144,These Days,Rudimental,443153,2019-03-01--2019-03-08,gb,20ZP3Om9DvDazXrNUC7WM2
145,Gun Lean,RussMB,439651,2019-03-01--2019-03-08,gb,4WYRFY0yFa2s1WeX0w84z6
146,Never Enough,Loren Allred,436806,2019-03-01--2019-03-08,gb,0Gl5s8IhMmQE5YQwM8Qx1J
147,Wonderwall - Remastered,Oasis,435900,2019-03-01--2019-03-08,gb,5qqabIl2vWzo9ApSC317sa
148,Juice,Lizzo,435745,2019-03-01--2019-03-08,gb,0onslUNmSLDkuYaideYWir
149,365,Zedd,432783,2019-03-01--2019-03-08,gb,2XWjPtKdi5sucFYtVav07d
150,Play God,Sam Fender,429344,2019-03-01--2019-03-08,gb,022k1qYIMWV20yW7tjiBv5
151,Everywhere - 2017 Remaster,Fleetwood Mac,429232,2019-03-01--2019-03-08,gb,254bXAqt3zP6P50BdQvEsq
152,Firestarter,The Prodigy,428913,2019-03-01--2019-03-08,gb,1GTPxha6U7x9ElVxkQw3OK
153,Africa,TOTO,427406,2019-03-01--2019-03-08,gb,2374M0fQpWi3dLnB54qaLX
154,Needed Time,Yxng Bane,424797,2019-03-01--2019-03-08,gb,1k65BavLispRXs7vzBuRLV
155,"Thotiana (feat. Cardi B, YG) [Remix]",Blueface,423886,2019-03-01--2019-03-08,gb,1JkrD47SDpAbyvqKtolcea
156,Better When You're Gone,David Guetta,423633,2019-03-01--2019-03-08,gb,4Tvw0lweq9l2JPQKFbpbBQ
157,Dancing in the Moonlight,Toploader,420421,2019-03-01--2019-03-08,gb,3Fzlg5r1IjhLk2qRw667od
158,Under Pressure - Remastered,Queen,419783,2019-03-01--2019-03-08,gb,2fuCquhmrzHpu5xcA1ci9x
159,Breathe,The Prodigy,419535,2019-03-01--2019-03-08,gb,5oPUBUzrAnwvlmMzl1VW7Y
160,Money,Cardi B,416871,2019-03-01--2019-03-08,gb,2GGMabyHXnJmjY6CXhhB2e
161,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,416206,2019-03-01--2019-03-08,gb,2tUBqZG2AbRi7Q0BIrVrEj
162,Power Over Me,Dermot Kennedy,414872,2019-03-01--2019-03-08,gb,0OGNtqKkjI7FCE9HZ4Khgo
163,Ladbroke Grove,AJ Tracey,414493,2019-03-01--2019-03-08,gb,7b4ky1LlQLFhXHmhZkFgqV
164,Shape of You,Ed Sheeran,413801,2019-03-01--2019-03-08,gb,7qiZfU4dY1lWllzX7mPBI3
165,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,413476,2019-03-01--2019-03-08,gb,4w8niZpiMy6qz1mntFA5uM
166,ocean eyes,Billie Eilish,409718,2019-03-01--2019-03-08,gb,2uIX8YMNjGMD7441kqyyNU
167,Budapest,George Ezra,407207,2019-03-01--2019-03-08,gb,7GJClzimvMSghjcrKxuf1M
168,Rise,Jonas Blue,403158,2019-03-01--2019-03-08,gb,3KLygy1YWhmrQx0GRs7IOx
169,Comfortable (feat. Dappy),Yungen,401479,2019-03-01--2019-03-08,gb,0bXcl7JnhraHGIqqilbQxI
170,The Other Side,Hugh Jackman,400557,2019-03-01--2019-03-08,gb,2cKovq3l6OJjhVVDbVKOsr
171,MIA (feat. Drake),Bad Bunny,397028,2019-03-01--2019-03-08,gb,116H0KvKr2Zl4RPuVBruDO
172,in my head,Ariana Grande,394830,2019-03-01--2019-03-08,gb,4T652DlATVHe0jdLKaN3Bw
173,Polaroid,Jonas Blue,393488,2019-03-01--2019-03-08,gb,6XqvFyJGdUD5IWee02ARKU
174,make up,Ariana Grande,392222,2019-03-01--2019-03-08,gb,27356GVuMPFWiJSZCragoM
175,Solo (feat. Demi Lovato),Clean Bandit,391512,2019-03-01--2019-03-08,gb,3NuK5xMlSlB6K2Qp16zf3h
176,1999,Charli XCX,390994,2019-03-01--2019-03-08,gb,05mAIVLkIWc2d1UBYZBCp8
177,Nobody,Martin Jensen,388260,2019-03-01--2019-03-08,gb,2qfEcCkEo5NscA9GL7ER72
178,Say You Won't Let Go,James Arthur,384771,2019-03-01--2019-03-08,gb,5uCax9HTNlzGybIStD3vDh
179,Look Alive (feat. Drake),BlocBoy JB,383399,2019-03-01--2019-03-08,gb,4qKcDkK6siZ7Jp1Jb4m0aL
180,Mixed Personalities (feat. Kanye West),YNW Melly,383216,2019-03-01--2019-03-08,gb,6vWEAOUSxohKxhp0K1BsxL
181,Empty Space,James Arthur,381289,2019-03-01--2019-03-08,gb,1uru26I2JKd2mQZt0MDCUe
182,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,380185,2019-03-01--2019-03-08,gb,6mQLN3zRtAp6ovjusyYKrV
183,Boasty (feat. Idris Elba),Wiley,379881,2019-03-01--2019-03-08,gb,7cz506PyIgh2bMN90Mc8Tn
184,Do I Wanna Know?,Arctic Monkeys,375877,2019-03-01--2019-03-08,gb,3rq5w4bQGigXOfdN30ATJt
185,breathin,Ariana Grande,375550,2019-03-01--2019-03-08,gb,4OafepJy2teCjYJbvFE60J
186,What A Time (feat. Niall Horan),Julia Michaels,374577,2019-03-01--2019-03-08,gb,5WtfUKzXircvW8l5aaVZWT
187,Naive,The Kooks,374469,2019-03-01--2019-03-08,gb,7BHPGtpuuWWsvE7cCaMuEU
188,All I Am,Jess Glynne,374283,2019-03-01--2019-03-08,gb,5GNjiM8jZCgbqjHklAcT9e
189,Too Good At Goodbyes,Sam Smith,372776,2019-03-01--2019-03-08,gb,1mXVgsBdtIVeCLJnSnmtdV
190,Congratulations,Post Malone,371516,2019-03-01--2019-03-08,gb,3a1lNhkSLSkpJE4MSHpDu9
191,New Rules,Dua Lipa,371351,2019-03-01--2019-03-08,gb,2xJCMIJfcNYDc5iR0sAm2O
192,Bones (feat. OneRepublic),Galantis,371314,2019-03-01--2019-03-08,gb,1pfgsjmxVZhoZpeDx6POKv
193,IDGAF,Dua Lipa,370574,2019-03-01--2019-03-08,gb,76cy1WJvNGJTj78UqeA5zr
194,Unforgettable,French Montana,370097,2019-03-01--2019-03-08,gb,3B54sVLJ402zGa6Xm4YGNe
195,Don't Look Back in Anger - Remastered,Oasis,368004,2019-03-01--2019-03-08,gb,0UvCh63URrLFcPkKt99hHd
196,Party In The U.S.A.,Miley Cyrus,366858,2019-03-01--2019-03-08,gb,3E7dfMvvCLUddWissuqMwr
197,September,"Earth, Wind & Fire",365820,2019-03-01--2019-03-08,gb,1mqlc0vEP9mU1kZgTi6LIQ
198,Believer,Imagine Dragons,364871,2019-03-01--2019-03-08,gb,0pqnGHJpmpxLKifKRmU6WP
199,Ay Caramba,Stay Flee Get Lizzy,363707,2019-03-01--2019-03-08,gb,0mfEHC4z5a7533o7VNOH2c
200,I Love It (& Lil Pump),Kanye West,363121,2019-03-01--2019-03-08,gb,4S8d14HvHb70ImctNgVzQQ
1,7 rings,Ariana Grande,38174455,2019-03-01--2019-03-08,global,6ocbgoVGwYJhOv1GgI9NsF
2,Sucker,Jonas Brothers,34629196,2019-03-01--2019-03-08,global,4y3OI86AEP6PQoDE6olYhO
3,Shallow,Lady Gaga,31597226,2019-03-01--2019-03-08,global,2VxeLyX666F8uXCJ0dZF8B
4,"break up with your girlfriend, i'm bored",Ariana Grande,29158856,2019-03-01--2019-03-08,global,4kV4N9D1iKVxx1KLvtTpjS
5,Con Calma,Daddy Yankee,28762413,2019-03-01--2019-03-08,global,5w9c2J52mkdntKOmRLeM2m
6,Wow.,Post Malone,24725973,2019-03-01--2019-03-08,global,6MWtB6iiXyIwun0YzU6DFP
7,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,24372634,2019-03-01--2019-03-08,global,7dbka99KTWke5o9hRp0JoB
8,Dancing With A Stranger (with Normani),Sam Smith,20106639,2019-03-01--2019-03-08,global,6Qs4SXO9dwPj5GKvVOv8Ki
9,Happier,Marshmello,19429168,2019-03-01--2019-03-08,global,2dpaYNEQHiRxtZbfNsse99
10,Calma - Remix,Pedro Capó,19410814,2019-03-01--2019-03-08,global,5iwz1NiezX7WWjnCgY5TH4
11,bury a friend,Billie Eilish,19078043,2019-03-01--2019-03-08,global,4NzMOnvSJVNKF7nw5NkXIP
12,Secreto,Anuel AA,19047839,2019-03-01--2019-03-08,global,5W83ErFkO3aKAIS1WMi6u0
13,Sweet but Psycho,Ava Max,18840441,2019-03-01--2019-03-08,global,25sgk305KZfyuqVBQIahim
14,"thank u, next",Ariana Grande,18776174,2019-03-01--2019-03-08,global,3e9HZxeyfWwjeyPAMmWSSQ
15,MIDDLE CHILD,J. Cole,18608001,2019-03-01--2019-03-08,global,2JvzF1RMd7lE3KmFlsyZD8
16,Without Me,Halsey,18189897,2019-03-01--2019-03-08,global,5p7ujcrUXASCNwRaWNHR1C
17,Baila Baila Baila,Ozuna,16909236,2019-03-01--2019-03-08,global,7uH27oIt4a6cIFCA8ZPcyG
18,Talk,Khalid,16601887,2019-03-01--2019-03-08,global,0rTV5WefWd1J3OwIheTzxM
19,Murder On My Mind,YNW Melly,16272850,2019-03-01--2019-03-08,global,7eBqSVxrzQZtK2mmgRG6lC
20,Robbery,Juice WRLD,16184993,2019-03-01--2019-03-08,global,44ShclXTOOnYtt5CnCDeGV
21,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,16111773,2019-03-01--2019-03-08,global,1WSGTYKLEpKfNQYYW5Oymt
22,i'm so tired...,Lauv,15889051,2019-03-01--2019-03-08,global,7COXchtUOMd6uIT6HvmRaI
23,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,14999590,2019-03-01--2019-03-08,global,4w8niZpiMy6qz1mntFA5uM
24,Giant (with Rag'n'Bone Man),Calvin Harris,14833347,2019-03-01--2019-03-08,global,5itOtNx0WxtJmi1TQ3RuRd
25,Going Bad (feat. Drake),Meek Mill,14413848,2019-03-01--2019-03-08,global,2IRZnDFmlqMuOrYOLnZZyc
26,MIA (feat. Drake),Bad Bunny,13968952,2019-03-01--2019-03-08,global,116H0KvKr2Zl4RPuVBruDO
27,Please Me,Cardi B,13236894,2019-03-01--2019-03-08,global,0PG9fbaaHFHfre2gUVo7AN
28,High Hopes,Panic! At The Disco,13219768,2019-03-01--2019-03-08,global,1rqqCSm0Qe4I9rUvWncaom
29,Don't Call Me Up,Mabel,12980673,2019-03-01--2019-03-08,global,5WHTFyqSii0lmT9R21abT8
30,Adan y Eva,Paulo Londra,12837106,2019-03-01--2019-03-08,global,6FyRXC8tJUh863JCkyWqtk
