track_spotifyID,artist_spotifyID,artist_mbid,artist_name,track_url,track_popularity,track_duration_ms,track_is_local,albumID,album_track_number,album_release_date,album_type
4M8x1TR36VMQMFMbGCdoyA,1HBjj22wzbscIZ9sEb5dyf,17678771-5799-4017-851a-319f25b6948d,Jonas Blue,https://open.spotify.com/track/4M8x1TR36VMQMFMbGCdoyA,70,196214,False,2WqGsuxmIREkcArxbp5IK0,1,2018-09-07,single
4M8x1TR36VMQMFMbGCdoyA,4EPJlUEBy49EX1wuFOvtjK,27bc6f5b-4585-49ab-8d7d-c62b59f5f010,Becky Hill,https://open.spotify.com/track/4M8x1TR36VMQMFMbGCdoyA,70,196214,False,2WqGsuxmIREkcArxbp5IK0,1,2018-09-07,single
3EPXxR3ImUwfayaurPi3cm,3QSQFmccmX81fWCUSPTS7y,21e9df94-3c2c-4c15-b069-fefa58bcd650,Dean Lewis,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,81,196373,False,0YZLXTaHLcgl5UdtKDiUXD,1,2018-06-29,single
6EelrDeZGS0Z81NhXevtrJ,5pDjmC5mRl7vDJhsjVwNfk,9f185fc4-1533-4239-9033-f9fe306df3a9,Freya Ridings,https://open.spotify.com/track/6EelrDeZGS0Z81NhXevtrJ,57,225076,False,09D3yTgRuw05vXmtecvmf2,1,2017-11-03,single
5T8EDUDqKcs6OSOwEsfqG7,1dfeR4HaWDbWqFHLkxsg1d,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,Queen,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,81,209413,False,2yuTRGIackbcReLUXOYBqU,12,1978-11-10,album
0i0wnv9UoFdZ5MfuFGQzMy,64M6ah0SkkRsnPGtGiRAbb,db8fad3a-e131-47a1-8782-c2ee93708cdd,Bebe Rexha,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,72,150333,False,5ljc69MQ6iwGcJ4SmHaAh5,1,2019-02-15,single
3wFLWP0FcIqHK1wb1CPthQ,66CXWjxzNUsdJxJ2JdwvnR,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,Ariana Grande,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ,71,208880,False,2fYhqwDWXjbpjaIJPEfKFw,5,2019-02-08,album
0mfCH4nfpshBQR9ueZP5eP,57LYzLEk2LcFghVwuWbcuS,9167f739-da47-4495-9d63-9c13b40114ac,Summer Walker,https://open.spotify.com/track/0mfCH4nfpshBQR9ueZP5eP,8,222374,False,3i9w4RgUuxBxUVaarH91kx,1,2019-02-10,single
0mfCH4nfpshBQR9ueZP5eP,3TVXtAsR1Inumwj472S9r4,9fff2f8a-21e6-47de-a2b8-7f449929d43f,Drake,https://open.spotify.com/track/0mfCH4nfpshBQR9ueZP5eP,8,222374,False,3i9w4RgUuxBxUVaarH91kx,1,2019-02-10,single
5CpkVOosLFc83LbwqO6hnI,1IueXOQyABrMOprrzwQJWN,14266c71-6680-43b4-8913-e15bf05bd788,Sigala,https://open.spotify.com/track/5CpkVOosLFc83LbwqO6hnI,64,218480,False,5rr0xAQfk01cPi1N37jX11,4,2018-09-28,album
5CpkVOosLFc83LbwqO6hnI,66TrUkUZ3RM29dqeDQRgyA,f7602b15-66cc-4b31-b3b6-ed3c0a29eea3,Ella Eyre,https://open.spotify.com/track/5CpkVOosLFc83LbwqO6hnI,64,218480,False,5rr0xAQfk01cPi1N37jX11,4,2018-09-28,album
5CpkVOosLFc83LbwqO6hnI,6JL8zeS1NmiOftqZTRgdTz,b2029169-2574-4305-820f-252a5fde3697,Meghan Trainor,https://open.spotify.com/track/5CpkVOosLFc83LbwqO6hnI,64,218480,False,5rr0xAQfk01cPi1N37jX11,4,2018-09-28,album
5CpkVOosLFc83LbwqO6hnI,6vXTefBL93Dj5IqAWq6OTv,45dc5f07-6609-4760-a933-8c9e0f858d05,French Montana,https://open.spotify.com/track/5CpkVOosLFc83LbwqO6hnI,64,218480,False,5rr0xAQfk01cPi1N37jX11,4,2018-09-28,album
